"","X","url","id","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"4704",4704,"https://bj.lianjia.com/chengjiao/101091979957.html","101091979957",116.473169,39.994603,1111027373906,"2016-08-20",130,79,600,53391,112.38,2,"2",1,1,"mid 19",3,2003,4,6,0.4,1,0,1,7,67136
"4705",4705,"https://bj.lianjia.com/chengjiao/101091980081.html","101091980081",116.511419,39.981872,1111027379180,"2016-07-07",86,45,315,39658,79.43,1,"1",1,1,"bottom 16",4,2004,4,6,0.333,1,1,0,7,48169
"4706",4706,"https://bj.lianjia.com/chengjiao/101091980285.html","101091980285",116.439341,40.082372,1111027380043,"2016-07-05",84,48,340,20415,166.55,3,"2",1,3,"high 7",4,2005,4,2,0.5,0,1,0,6,38281
"4707",4707,"https://bj.lianjia.com/chengjiao/101091980311.html","101091980311",116.47773,40.002156,1111027380317,"2016-06-29",78,24,387,53174,72.78,1,"1",1,1,"mid 26",1,1998,3,6,0.25,1,1,1,7,60348
"4708",4708,"https://bj.lianjia.com/chengjiao/101091980396.html","101091980396",116.279545,40.144739,1111027378433,"2016-06-26",75,70,175.5,21468,81.75,3,"1",1,1,"low 6",4,1999,3,2,0.333,0,1,0,6,38712
"4709",4709,"https://bj.lianjia.com/chengjiao/101091980500.html","101091980500",116.446047,39.964131,1111027377814,"2016-08-28",139,16,420,69826,60.15,2,"1",1,1,"high 16",1,1988,4,6,0.25,1,0,1,7,69318
"4710",4710,"https://bj.lianjia.com/chengjiao/101091980565.html","101091980565",116.381193,40.012769,1111027376097,"2016-07-25",104,41,357,50346,70.91,3,"1",1,1,"mid 18",1,1999,3,6,0.2,1,0,0,7,61280
"4711",4711,"https://bj.lianjia.com/chengjiao/101091980567.html","101091980567",116.442354,39.957293,1111027380890,"2016-07-08",87,40,402,69587,57.77,2,"1",1,1,"low 6",4,1984,3,2,0.333,0,1,1,1,89043
"4712",4712,"https://bj.lianjia.com/chengjiao/101091980572.html","101091980572",116.343001,39.964408,1111027382494,"2017-02-19",313,66,592,87316,67.8,3,"1",1,1,"low 16",1,1991,3,6,0.25,1,1,0,8,86585
"4713",4713,"https://bj.lianjia.com/chengjiao/101091980576.html","101091980576",116.255335,39.897245,1111027382361,"2016-07-25",104,46,383,38076,100.59,2,"1",1,1,"mid 20",1,2000,3,6,0.25,1,1,0,2,46872
"4714",4714,"https://bj.lianjia.com/chengjiao/101091980598.html","101091980598",116.441446,39.943621,1111027374081,"2016-06-15",64,43,600,74841,80.17,3,"1",1,1,"low 18",3,1991,4,6,0.333,1,1,1,1,94958
"4715",4715,"https://bj.lianjia.com/chengjiao/101091980703.html","101091980703",116.325617,40.049466,1111027376795,"2016-07-08",87,24,304.8,52707,57.83,1,"0",1,1,"bottom 12",3,2002,4,6,0.167,1,0,0,8,70486
"4716",4716,"https://bj.lianjia.com/chengjiao/101091980775.html","101091980775",116.594886,39.910677,1111027376678,"2016-08-15",125,70,385,33596,114.6,3,"2",1,2,"low 15",1,2007,4,6,0.3,1,1,0,7,45177
"4717",4717,"https://bj.lianjia.com/chengjiao/101091980780.html","101091980780",116.346109,39.756539,1111027375859,"2016-06-16",65,28,203,28976,70.06,2,"1",1,1,"low 6",4,1998,3,2,0.5,0,1,1,4,39243
"4718",4718,"https://bj.lianjia.com/chengjiao/101091981002.html","101091981002",116.342088,39.749733,1111027378968,"2016-07-21",100,32,197,26622,74,2,"1",1,1,"low 6",4,1990,3,2,0.25,0,1,1,4,41149
"4719",4719,"https://bj.lianjia.com/chengjiao/101091981115.html","101091981115",116.16711,39.738534,1111052214168,"2016-08-07",117,220,108,26940,40.09,2,"1",1,1,"low 5",NA,2005,3,2,0.077,0,1,0,5,35718
"4720",4720,"https://bj.lianjia.com/chengjiao/101091981152.html","101091981152",116.396823,39.905474,1111027375210,"2016-07-31",110,36,462,96331,47.96,2,"1",1,1,"mid 6",4,1975,3,4,0.333,0,1,1,10,122264
"4721",4721,"https://bj.lianjia.com/chengjiao/101091981337.html","101091981337",116.560168,40.110054,1111027380329,"2016-08-17",127,87,391,20892,187.16,3,"2",1,2,"low 6",4,1996,4,2,0.5,0,1,0,13,44446
"4722",4722,"https://bj.lianjia.com/chengjiao/101091981364.html","101091981364",116.167112,39.936388,1111027378400,"2016-08-31",141,12,260,28711,90.56,2,"1",1,1,"low 12",3,1988,3,6,1,1,0,1,9,44074
"4723",4723,"https://bj.lianjia.com/chengjiao/101091981375.html","101091981375",116.386742,39.845373,1111027381060,"2016-08-20",130,43,265,40317,65.73,1,"1",1,1,"mid 13",3,1998,4,6,2,1,1,1,2,49715
"4724",4724,"https://bj.lianjia.com/chengjiao/101091981395.html","101091981395",116.421985,40.058455,1111027377774,"2016-08-01",111,72,470,36991,127.06,3,"1",1,1,"low 15",4,2008,2,6,0.333,1,1,1,7,49781
"4725",4725,"https://bj.lianjia.com/chengjiao/101091981523.html","101091981523",116.362826,39.889264,1111027382590,"2016-06-17",66,50,309,66466,46.49,1,"1",1,1,"high 16",1,1989,3,6,0.143,1,1,0,10,83927
"4726",4726,"https://bj.lianjia.com/chengjiao/101091981568.html","101091981568",116.38318,39.971842,1111027380695,"2016-08-04",114,17,670,98675,67.9,2,"1",1,1,"low 6",4,1995,4,2,0.333,0,0,0,10,128345
"4727",4727,"https://bj.lianjia.com/chengjiao/101091981634.html","101091981634",116.454135,39.850772,1111027382460,"2016-07-31",110,28,272.7,35882,76,2,"1",1,1,"low 23",1,2011,4,6,0.192,1,0,1,7,44711
"4728",4728,"https://bj.lianjia.com/chengjiao/101091981862.html","101091981862",116.16963,39.760938,1111052857099,"2016-07-03",81,5,206,23679,87,2,"1",1,1,"high 11",3,2011,4,6,0.333,1,0,0,5,36637
"4729",4729,"https://bj.lianjia.com/chengjiao/101091981867.html","101091981867",116.490847,39.922547,1111027381799,"2016-08-10",120,48,335,39371,85.09,3,"0",1,1,"mid 4",4,1958,3,4,0.25,0,1,0,7,57658
"4730",4730,"https://bj.lianjia.com/chengjiao/101091981930.html","101091981930",116.351624,39.889592,1111027374489,"2016-07-19",98,58,638,70467,90.54,2,"2",1,1,"mid 23",1,2002,1,6,0.3,1,1,0,10,92036
"4731",4731,"https://bj.lianjia.com/chengjiao/101091982049.html","101091982049",116.38138,40.092631,1111027377945,"2016-07-04",83,312,238,18370,129.56,3,"2",1,2,"high 6",4,2007,4,2,0.5,0,1,0,6,35386
"4732",4732,"https://bj.lianjia.com/chengjiao/101091982215.html","101091982215",116.331446,40.085293,1111027374438,"2016-08-02",112,11,343,36106,95,2,"2",1,1,"high 6",4,2000,1,2,0.5,0,1,0,6,42926
"4733",4733,"https://bj.lianjia.com/chengjiao/101091982216.html","101091982216",116.498691,39.922943,1111027377597,"2016-06-16",65,3,1130,68527,164.9,3,"2",2,1,"mid 26",4,2013,4,6,0.667,1,0,0,7,84945
"4734",4734,"https://bj.lianjia.com/chengjiao/101091982305.html","101091982305",116.332651,40.072033,1111027380431,"2016-09-02",143,77,305,45550,66.96,1,"1",1,1,"high 12",4,2004,3,2,0.25,1,1,0,6,49371
"4735",4735,"https://bj.lianjia.com/chengjiao/101091982317.html","101091982317",116.420099,39.901616,1111027381005,"2016-06-28",77,20,240,84896,28.27,1,"0",1,1,"mid 7",1,2004,4,6,0.038,1,1,1,1,96498
"4736",4736,"https://bj.lianjia.com/chengjiao/101091982320.html","101091982320",116.512253,39.77436,1111042955764,"2016-08-29",139,40,168,32055,52.41,2,"2",1,2,"low 4",4,2013,4,6,0.028,0,0,0,3,45617
"4737",4737,"https://bj.lianjia.com/chengjiao/101091982390.html","101091982390",116.332045,40.081334,1111027377891,"2016-06-19",68,8,309,35206,87.77,3,"1",1,1,"mid 6",4,1995,3,2,0.5,0,1,0,6,48852
"4738",4738,"https://bj.lianjia.com/chengjiao/101091982391.html","101091982391",116.69007,39.870642,1111027376744,"2016-07-25",104,30,247,38594,64,1,"1",1,1,"low 18",4,2010,3,6,0.5,1,1,0,11,49897
"4739",4739,"https://bj.lianjia.com/chengjiao/101091982429.html","101091982429",116.265774,40.170928,1111027375904,"2016-07-27",105,11,400,28170,142,4,"1",1,2,"low 15",4,2010,2,6,0.5,1,0,0,6,43737
"4740",4740,"https://bj.lianjia.com/chengjiao/101091982499.html","101091982499",116.425063,40.044097,1111027378336,"2016-09-08",149,49,193.5,32538,59.47,2,"1",1,1,"low 13",3,2011,3,6,0.182,1,0,1,7,52870
"4741",4741,"https://bj.lianjia.com/chengjiao/101091982513.html","101091982513",116.391726,39.978788,1111027382272,"2016-12-19",251,88,700,113822,61.5,2,"1",1,1,"mid 20",1,1990,4,2,0.286,1,0,1,10,121898
"4742",4742,"https://bj.lianjia.com/chengjiao/101091982543.html","101091982543",116.544954,39.971689,1111042722170,"2016-06-27",76,24,510,53685,95,3,"1",1,1,"low 9",4,2013,4,6,0.5,1,0,0,7,64868
"4743",4743,"https://bj.lianjia.com/chengjiao/101091982655.html","101091982655",116.31905,39.992388,1111027374927,"2016-08-11",120,93,317,72210,43.9,2,"1",1,1,"low 5",4,1980,4,2,0.333,0,1,1,8,87274
"4744",4744,"https://bj.lianjia.com/chengjiao/101091982750.html","101091982750",116.416156,40.082585,1111027380054,"2016-09-16",156,57,495,31146,158.93,3,"2",1,2,"high 13",4,2003,4,2,0.5,1,1,1,6,33820
"4745",4745,"https://bj.lianjia.com/chengjiao/101091983050.html","101091983050",116.509212,39.921449,1111027376540,"2016-06-30",79,46,356,34198,104.1,2,"1",1,1,"low 26",1,1995,3,6,0.375,1,1,1,7,46655
"4746",4746,"https://bj.lianjia.com/chengjiao/101091983079.html","101091983079",116.387037,39.95917,1111027377017,"2016-08-03",113,35,515,97649,52.74,1,"1",1,1,"low 6",4,2003,3,6,0.333,0,1,1,10,119449
"4747",4747,"https://bj.lianjia.com/chengjiao/101091983092.html","101091983092",116.415598,40.004189,1111027381658,"2016-08-17",127,5,865,46993,184.07,3,"2",1,2,"mid 30",3,1996,3,6,0.667,1,0,1,7,53241
"4748",4748,"https://bj.lianjia.com/chengjiao/101091983344.html","101091983344",116.420472,40.003028,1111027375592,"2016-06-28",76,26,380,60318,63,2,"1",1,1,"high 6",4,1993,3,2,0.5,0,1,1,7,71958
"4749",4749,"https://bj.lianjia.com/chengjiao/101091983427.html","101091983427",116.452957,39.95468,1111027381418,"2016-08-31",140,96,320,59337,53.93,2,"1",1,1,"mid 5",4,1980,4,2,0.333,0,1,0,7,68380
"4750",4750,"https://bj.lianjia.com/chengjiao/101091983569.html","101091983569",116.450543,39.933437,1111027374512,"2016-08-15",124,80,1300,60216,215.89,3,"2",1,2,"mid 28",1,NA,4,6,0.75,1,1,1,7,80932
"4751",4751,"https://bj.lianjia.com/chengjiao/101091983572.html","101091983572",116.435128,39.927784,1111027378679,"2016-07-29",108,66,558,84444,66.08,2,"1",1,1,"low 6",4,2003,4,6,0.333,0,1,1,1,103860
"4752",4752,"https://bj.lianjia.com/chengjiao/101091983595.html","101091983595",116.449846,39.935249,1111027374714,"2016-09-24",164,39,507,71409,71,1,"1",1,2,"mid 17",3,2005,4,6,0.3,1,0,1,1,83519
"4753",4753,"https://bj.lianjia.com/chengjiao/101091983669.html","101091983669",116.419618,39.845427,1111027376424,"2016-07-02",81,61,347,44064,78.75,2,"1",1,1,"low 21",3,2005,4,6,0.4,1,1,1,2,57313
"4754",4754,"https://bj.lianjia.com/chengjiao/101091983819.html","101091983819",116.35854,39.906424,1111027375708,"2016-07-31",109,38,610,100000,61,2,"1",1,1,"low 20",1,1992,3,6,0.222,1,0,1,10,130541
"4755",4755,"https://bj.lianjia.com/chengjiao/101091984033.html","101091984033",116.365511,40.036171,1111027378951,"2016-08-30",139,78,398,61382,64.84,2,"1",1,1,"low 5",4,2004,3,2,0.333,0,1,1,8,68148
"4756",4756,"https://bj.lianjia.com/chengjiao/101091984049.html","101091984049",116.450891,39.822298,1111027378846,"2016-06-18",67,32,203,37782,53.73,1,"1",1,1,"mid 4",4,2004,3,6,0.333,0,1,0,4,49957
"4757",4757,"https://bj.lianjia.com/chengjiao/101091984160.html","101091984160",116.232119,40.223852,1111027377917,"2016-07-20",98,4,107.5,26093,41.2,1,"0",1,1,"mid 15",1,2009,1,6,0.143,1,0,1,6,41887
"4758",4758,"https://bj.lianjia.com/chengjiao/101091984392.html","101091984392",116.558882,39.919411,1111027373735,"2016-07-27",106,153,249,36020,69.13,2,"1",1,1,"low 6",4,2000,4,2,0.5,0,1,1,7,50296
"4759",4759,"https://bj.lianjia.com/chengjiao/101091984403.html","101091984403",116.369558,39.885481,1111027380552,"2016-08-08",117,41,406,58841,69,2,"1",1,1,"low 6",4,1984,3,2,0.5,0,1,0,10,90067
"4760",4760,"https://bj.lianjia.com/chengjiao/101091984457.html","101091984457",116.612765,39.905006,1111027374043,"2016-07-14",92,71,215,34009,63.22,1,"1",1,1,"mid 22",1,2005,4,6,0.25,1,0,0,7,45447
"4761",4761,"https://bj.lianjia.com/chengjiao/101091984553.html","101091984553",116.476546,39.905624,1111099581268,"2016-08-08",118,35,547,92712,59,1,"0",1,1,"mid 21",3,2008,4,6,0.267,1,0,0,7,72269
"4762",4762,"https://bj.lianjia.com/chengjiao/101091984603.html","101091984603",116.377299,39.984455,1111027378254,"2016-09-05",145,69,480,77545,61.9,2,"1",1,1,"mid 6",4,NA,3,2,0.333,0,1,1,8,91201
"4763",4763,"https://bj.lianjia.com/chengjiao/101091984629.html","101091984629",116.395776,40.084277,1111027377418,"2016-08-12",121,22,268,27917,96,2,"1",1,1,"mid 5",4,2000,4,2,0.5,0,1,0,6,44780
"4764",4764,"https://bj.lianjia.com/chengjiao/101091984698.html","101091984698",116.552177,39.970849,1111027375637,"2016-06-19",68,24,770,53214,144.7,3,"3",1,2,"bottom 4",4,2003,4,6,0.5,0,0,0,7,64574
"4765",4765,"https://bj.lianjia.com/chengjiao/101091984712.html","101091984712",116.3367,39.897727,1111027378073,"2017-02-23",316,198,828,80994,102.23,2,"1",1,1,"high 24",1,2009,4,6,0.4,1,1,1,10,89617
"4766",4766,"https://bj.lianjia.com/chengjiao/101091984723.html","101091984723",116.340473,39.886963,1111027375155,"2016-07-31",110,17,445,60421,73.65,3,"1",1,1,"mid 6",4,1986,1,2,0.333,0,1,1,10,77077
"4767",4767,"https://bj.lianjia.com/chengjiao/101091984751.html","101091984751",116.46628,39.991363,1111027377512,"2016-06-29",77,6,550,42969,128,2,"2",1,1,"mid 32",1,2005,3,6,0.6,1,0,0,7,67738
"4768",4768,"https://bj.lianjia.com/chengjiao/101091984809.html","101091984809",116.556493,39.917095,1111027375533,"2016-07-11",89,99,260,40625,64,2,"1",1,1,"mid 18",1,2000,4,6,0.2,1,1,1,7,48667
"4769",4769,"https://bj.lianjia.com/chengjiao/101091984841.html","101091984841",116.328915,40.088074,1111027374437,"2016-06-29",78,17,242,39823,60.77,1,"1",1,1,"mid 5",4,2000,3,2,0.333,0,1,1,6,41721
"4770",4770,"https://bj.lianjia.com/chengjiao/101091984889.html","101091984889",116.377222,39.935353,1111027381116,"2016-08-28",138,78,458,88760,51.6,2,"1",1,1,"mid 6",4,1982,3,2,0.5,0,0,1,10,102684
"4771",4771,"https://bj.lianjia.com/chengjiao/101091985657.html","101091985657",116.473756,40.002381,1111027380691,"2016-08-30",139,38,497,69230,71.79,1,"2",1,1,"high 22",4,2003,4,6,0.188,1,1,1,7,72473
"4772",4772,"https://bj.lianjia.com/chengjiao/101091985694.html","101091985694",116.169065,39.762892,1111027382164,"2016-08-16",125,128,253,28750,88,2,"1",1,1,"mid 10",4,2010,4,6,0.5,1,1,0,5,37148
"4773",4773,"https://bj.lianjia.com/chengjiao/101091985890.html","101091985890",116.285133,39.888468,1111061037671,"2016-08-05",114,12,688,49856,138,3,"1",1,2,"low 17",4,2011,2,6,0.5,1,0,0,2,61865
"4774",4774,"https://bj.lianjia.com/chengjiao/101091985943.html","101091985943",116.513848,39.875068,1111027377000,"2016-08-07",116,24,290,35392,81.94,2,"1",1,1,"bottom 18",1,1997,1,6,0.2,1,1,1,7,45332
"4775",4775,"https://bj.lianjia.com/chengjiao/101091986050.html","101091986050",116.432142,39.902354,1111027380930,"2016-07-09",88,51,694.5,91914,75.56,2,"1",1,1,"low 13",3,2006,4,6,0.5,1,1,1,1,95392
"4776",4776,"https://bj.lianjia.com/chengjiao/101091986054.html","101091986054",116.560996,39.956148,1111027376683,"2016-07-06",84,18,455,33824,134.52,3,"1",1,2,"high 6",4,2004,3,4,0.5,0,1,0,7,44510
"4777",4777,"https://bj.lianjia.com/chengjiao/101091986077.html","101091986077",116.30368,39.896282,1111027382195,"2016-07-26",104,8,695,37166,187,3,"2",1,2,"mid 26",1,2008,3,6,0.364,1,1,0,8,55505
"4778",4778,"https://bj.lianjia.com/chengjiao/101091986081.html","101091986081",116.330357,39.692063,1111041787770,"2016-07-26",105,32,405,19286,210,4,"2",1,1,"bottom 18",4,2014,1,6,0.5,1,0,1,4,43597
"4779",4779,"https://bj.lianjia.com/chengjiao/101091986133.html","101091986133",116.444518,39.939961,1111027381479,"2016-09-24",164,106,558,92923,60.05,2,"1",1,1,"mid 5",4,1985,4,2,0.333,0,0,1,1,89013
"4780",4780,"https://bj.lianjia.com/chengjiao/101091986150.html","101091986150",116.426734,40.066064,1111027380044,"2016-07-25",103,50,244,36418,67,2,"1",1,1,"low 6",4,NA,3,2,0.5,0,1,1,6,39114
"4781",4781,"https://bj.lianjia.com/chengjiao/101091986256.html","101091986256",116.467705,39.932069,1111027380913,"2016-07-31",110,3,391.5,61839,63.31,2,"1",1,1,"mid 14",3,1983,1,6,0.143,1,1,1,7,73123
"4782",4782,"https://bj.lianjia.com/chengjiao/101091986408.html","101091986408",116.342117,40.089417,1111027375772,"2016-07-12",90,94,339,28272,119.91,5,"2",1,2,"high 7",4,2003,4,6,0.333,0,1,1,6,46865
"4783",4783,"https://bj.lianjia.com/chengjiao/101091986522.html","101091986522",116.425978,40.002211,1111027378686,"2016-07-12",90,52,670,51146,131,3,"1",1,2,"high 22",1,1999,3,6,0.25,1,1,1,7,77070
"4784",4784,"https://bj.lianjia.com/chengjiao/101091986746.html","101091986746",116.476213,39.897851,1111027379107,"2016-08-18",127,4,333,70852,47,1,"0",1,1,"high 28",1,NA,1,6,0.3,1,0,1,7,89330
"4785",4785,"https://bj.lianjia.com/chengjiao/101091986799.html","101091986799",116.43349,39.882446,1111027376532,"2016-07-20",98,53,339,58722,57.73,2,"1",1,1,"low 6",4,1988,3,2,0.5,0,0,1,1,78593
"4786",4786,"https://bj.lianjia.com/chengjiao/101091986802.html","101091986802",116.441407,39.98806,1111027379650,"2016-06-29",77,23,400,74198,53.91,1,"1",1,1,"low 6",4,1991,4,2,0.333,0,1,1,7,75991
"4787",4787,"https://bj.lianjia.com/chengjiao/101091986828.html","101091986828",116.520858,39.918846,1111027377634,"2016-08-22",131,72,209.3,46563,44.95,1,"1",1,1,"mid 6",4,NA,4,4,0.5,0,1,1,7,56752
"4788",4788,"https://bj.lianjia.com/chengjiao/101091986855.html","101091986855",116.441502,39.872065,1111027374184,"2016-08-25",134,50,325,44680,72.74,2,"1",1,1,"mid 25",1,1998,3,6,0.333,1,0,1,2,60647
"4789",4789,"https://bj.lianjia.com/chengjiao/101091986870.html","101091986870",116.466282,39.972255,1111027378867,"2016-07-19",97,4,545,72435,75.24,1,"1",1,1,"mid 21",1,2008,4,6,0.25,1,1,0,7,89347
"4790",4790,"https://bj.lianjia.com/chengjiao/101091986956.html","101091986956",116.458721,39.817347,1111027381363,"2016-12-14",245,49,638.3,42562,149.97,3,"2",1,1,"mid 14",4,2003,3,2,0.5,1,1,0,4,46634
"4791",4791,"https://bj.lianjia.com/chengjiao/101091987145.html","101091987145",116.435603,40.006395,1111027377292,"2016-08-22",131,54,963,65511,147,3,"2",1,2,"mid 10",4,2002,4,6,0.333,1,0,1,7,84282
"4792",4792,"https://bj.lianjia.com/chengjiao/101091987411.html","101091987411",116.435603,40.006395,1111027377292,"2016-07-12",90,26,1049,74177,141.42,3,"2",1,2,"mid 14",4,2002,4,6,0.333,1,1,0,7,84282
"4793",4793,"https://bj.lianjia.com/chengjiao/101091987455.html","101091987455",116.439746,39.905443,1111027373685,"2016-07-06",84,25,830,82000,101.22,3,"2",1,1,"high 6",4,1994,4,2,0.5,0,1,1,1,86883
"4794",4794,"https://bj.lianjia.com/chengjiao/101091987575.html","101091987575",116.41416,39.957669,1111027380887,"2016-07-19",97,60,315.5,70112,45,1,"1",1,1,"low 6",4,1983,3,2,0.2,0,1,1,1,82971
"4795",4795,"https://bj.lianjia.com/chengjiao/101091987676.html","101091987676",116.452901,39.901073,1111027382190,"2016-07-29",107,18,444,69375,64,1,"0",1,1,"mid 13",3,2002,4,6,0.222,1,1,1,1,85557
"4796",4796,"https://bj.lianjia.com/chengjiao/101091987699.html","101091987699",116.429963,39.963815,1111027375199,"2016-10-13",183,38,900,89109,101,3,"1",1,1,"mid 16",1,2010,1,6,0.3,1,0,1,1,94271
"4797",4797,"https://bj.lianjia.com/chengjiao/101091987725.html","101091987725",116.260421,39.927665,1111027381744,"2016-06-27",75,62,395,50383,78.4,2,"1",1,1,"bottom 5",4,2000,4,4,0.167,0,1,0,8,63813
"4798",4798,"https://bj.lianjia.com/chengjiao/101091987784.html","101091987784",116.477613,39.934452,1111027379874,"2016-06-15",63,23,300,46154,65,1,"1",1,1,"mid 21",1,1999,3,6,0.167,1,1,1,7,61591
"4799",4799,"https://bj.lianjia.com/chengjiao/101091987897.html","101091987897",116.330345,39.984336,1111027373798,"2016-07-29",107,12,528,85854,61.5,2,"1",1,1,"mid 16",1,1989,1,6,0.25,1,0,1,8,114107
"4800",4800,"https://bj.lianjia.com/chengjiao/101091987921.html","101091987921",116.368316,39.892214,1111027378533,"2016-08-03",112,59,420,62149,67.58,2,"1",1,1,"bottom 19",1,2004,4,6,0.25,1,1,1,10,75806
"4801",4801,"https://bj.lianjia.com/chengjiao/101091988008.html","101091988008",116.383994,39.890405,1111027382720,"2016-08-05",114,16,970,106758,90.86,2,"1",1,1,"high 20",3,2014,1,6,0.333,0,0,1,10,137745
"4802",4802,"https://bj.lianjia.com/chengjiao/101091988060.html","101091988060",116.37555,40.042102,1111027376090,"2016-07-09",87,37,478,43874,108.95,2,"2",1,1,"low 6",4,2002,4,2,0.333,0,1,0,8,64451
"4803",4803,"https://bj.lianjia.com/chengjiao/101091988113.html","101091988113",116.257014,40.054948,1111027376153,"2016-06-25",73,34,738,64325,114.73,2,"2",1,2,"mid 10",4,2005,4,6,0.5,1,1,1,8,75490
"4804",4804,"https://bj.lianjia.com/chengjiao/101091988131.html","101091988131",116.575746,39.911252,1111027379319,"2016-06-15",63,25,230,37594,61.18,1,"1",1,1,"low 19",1,2009,4,6,0.25,1,1,1,7,46339
"4805",4805,"https://bj.lianjia.com/chengjiao/101091988240.html","101091988240",116.297475,39.839905,1111027381821,"2016-07-18",96,20,401,44290,90.54,2,"2",1,1,"low 30",1,2003,3,6,0.25,1,1,1,2,56527
"4806",4806,"https://bj.lianjia.com/chengjiao/101091988339.html","101091988339",116.437896,39.901842,1111027374216,"2016-07-06",84,37,518,67810,76.39,2,"1",1,1,"mid 18",3,2003,3,6,0.176,1,1,1,1,83169
"4807",4807,"https://bj.lianjia.com/chengjiao/101091988351.html","101091988351",116.284755,39.93453,1111027376911,"2016-06-21",69,44,340,41333,82.26,1,"1",1,1,"low 19",1,2009,4,6,0.111,1,0,1,8,70141
"4808",4808,"https://bj.lianjia.com/chengjiao/101091988446.html","101091988446",116.285554,40.146398,1111057257304,"2016-07-17",95,11,740,17962,412,4,"2",1,3,"bottom 2",NA,2004,3,6,1,0,1,0,6,21888
"4809",4809,"https://bj.lianjia.com/chengjiao/101091988742.html","101091988742",116.599448,40.048301,1111027378683,"2016-07-04",82,12,162.5,22630,71.81,2,"1",1,1,"high 6",4,1993,3,2,0.5,0,1,0,13,35730
"4810",4810,"https://bj.lianjia.com/chengjiao/101091988837.html","101091988837",116.439326,39.821816,1111027376790,"2016-06-28",75,19,230,21101,109,2,"2",1,1,"bottom 11",3,2007,1,6,0.333,1,0,0,4,46692
"4811",4811,"https://bj.lianjia.com/chengjiao/101091988918.html","101091988918",116.386492,39.903916,1111027382627,"2016-07-15",93,13,560,105661,53,1,"1",1,1,"low 12",3,2004,4,6,0.4,1,0,0,10,119289
"4812",4812,"https://bj.lianjia.com/chengjiao/101091988936.html","101091988936",116.356731,39.850714,1111027378045,"2016-08-30",138,24,1140,38514,296,6,"2",2,4,"bottom 16",4,2006,3,6,0.333,1,1,1,2,71463
"4813",4813,"https://bj.lianjia.com/chengjiao/101091989009.html","101091989009",116.470984,39.934069,1111027377182,"2016-08-30",139,43,430,42157,102,2,"2",1,1,"low 26",1,2000,3,6,0.286,1,0,1,7,58438
"4814",4814,"https://bj.lianjia.com/chengjiao/101091989188.html","101091989188",116.60292,39.909042,1111041802183,"2016-06-27",75,14,458.5,39870,115,3,"2",1,2,"low 18",3,2011,4,6,0.667,1,0,1,7,54019
"4815",4815,"https://bj.lianjia.com/chengjiao/101091989217.html","101091989217",116.339803,40.085341,1111042071188,"2016-07-05",82,30,92,23000,40,1,"0",0,1,"bottom 7",1,2012,1,6,0.075,1,0,0,6,31381
"4816",4816,"https://bj.lianjia.com/chengjiao/101091989300.html","101091989300",116.348983,39.922071,1111027379430,"2016-08-31",140,61,742,112085,66.2,1,"1",1,1,"bottom 18",1,1999,4,6,0.167,1,1,0,10,129857
"4817",4817,"https://bj.lianjia.com/chengjiao/101091989317.html","101091989317",116.433392,39.813832,1111027375353,"2016-09-20",160,20,327,20866,156.72,3,"2",1,2,"high 7",4,1997,3,2,0.5,0,1,0,2,38757
"4818",4818,"https://bj.lianjia.com/chengjiao/101091989322.html","101091989322",116.400701,39.972998,1111027375271,"2016-07-19",97,38,540,67500,80,3,"1",1,1,"bottom 6",4,1980,3,6,0.333,0,1,1,7,89512
"4819",4819,"https://bj.lianjia.com/chengjiao/101091989324.html","101091989324",116.37913,39.887761,1111027378771,"2016-07-19",97,53,345,66156,52.15,1,"1",1,1,"low 12",4,2000,4,6,0.5,1,1,1,10,91902
"4820",4820,"https://bj.lianjia.com/chengjiao/101091989351.html","101091989351",116.380981,39.963101,1111027380660,"2016-07-11",89,74,737,92356,79.8,3,"1",1,1,"mid 7",4,1990,3,2,0.333,0,1,0,10,129754
"4821",4821,"https://bj.lianjia.com/chengjiao/101091989366.html","101091989366",116.317235,39.946429,1111027376646,"2016-08-30",139,78,495,61721,80.2,3,"1",1,1,"mid 11",3,1995,3,6,0.25,1,1,1,8,78256
"4822",4822,"https://bj.lianjia.com/chengjiao/101091989518.html","101091989518",116.287746,40.038617,1111027381142,"2016-06-24",72,11,1385,62337,222.18,4,"2",1,3,"mid 8",4,NA,4,6,0.5,1,1,1,8,92027
"4823",4823,"https://bj.lianjia.com/chengjiao/101091989606.html","101091989606",116.423673,39.864377,1111027378593,"2016-06-18",66,36,305,40667,75,3,"1",1,1,"mid 14",3,1990,3,6,0.167,1,1,1,2,54000
"4824",4824,"https://bj.lianjia.com/chengjiao/101091989642.html","101091989642",116.661432,40.180564,1111027378374,"2016-12-26",257,44,500,19763,253,4,"2",1,3,"mid 4",4,1998,3,2,0.333,0,0,0,13,31282
"4825",4825,"https://bj.lianjia.com/chengjiao/101091990040.html","101091990040",116.389064,39.88697,1111027375427,"2016-07-31",109,37,453,77689,58.31,2,"1",1,1,"low 5",4,1987,3,2,0.5,0,1,1,10,86416
